Institution,Year,Sentence_Cleaned,Sentence_Number
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Chancellor, by delegation from the Board, is authorized to exercise the powers and authorities of the Board in the governance of the System.",210
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The chief administrative officer of each component institution in the System, acting in a line capacity for the operation of such officer's institution, reports to and is responsible to the Chancellor.",211
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Chancellor will normally act through the chief administrative officer regarding the affairs of a component institution.,212
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The Chancellor, however, shall not be precluded from any direct participation and communication with faculty members and groups.",213
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"The major duties of the Chancellor include: Advising and counseling with the Board with respect to the policies, purposes, and goals of the System; acting as executive agent of the Board in implementing its policies; representing the System in all other respects as he deems appropriate to carry out such policies, purposes, and goals, and interpreting and articulating the System's academic, administrative, and developmental policies, programs, needs, and concerns to the general public and to other constituencies at the community, state, regional, and national levels.",214
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Directing the management and administration of System Administration and all component institutions of the System.,215
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Presenting to the Board nominations for all officers of System Administration and for all officers of component institutions as provided in these Rules and Regulations.,216
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Periodically reviewing the organization of the System and its component institutions, and reporting to the Board recommendations for changes in organization, assignments, and procedures.",217
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Preparing and approving recommendations for meetings of the Board, including recommendations for annual operating budgets for the System and its component institutions, and submitting such recommendations to the Secretary to the Board for consideration by the Chairman.",218
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Preparing and approving biennial legislative submissions to the Legislative Budget Board and to the Governor for the System and its component institutions.,219
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Developing and implementing programs for the most efficient management of personnel resources, and for long-range planning for academic programs, physical facilities, and financial resources.",220
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Executive Assistant to the Chancellor.,221
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,The Executive Assistant to the Chancellor is an administrative officer of the System and is the principal assistant to the Chancellor in the administration of the responsibilities of the Office of the Chancellor.,222
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"In this regard, the duties of the position include: Coordinating all matters between the Office of the Chancellor and the Office of the Secretary to the Board.",223
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Evaluating and coordinating the internal administrative procedures and supporting staff of the Office of the Chancellor.,224
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Advising the Chancellor on policies, purposes, and long-range planning for the System.",225
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Assisting the Chancellor in reviewing the management of component institutions.,226
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Managing such other duties and responsibilities as may be directed by the Chancellor.,227
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Executive Director for Development.,228
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Subject to the delegation by the Chancellor, the major duties of the Executive Director for Development include: Acting under the authority delegated by the Chancellor for private fund development for the System.",229
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Coordinating policies and activities involving internal foundations and University-related external foundations.,230
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Coordinating and cooperating with the chief administrative officers of the component institutions in development programs.,231
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Coordinating efforts of component institution officials to create a favorable climate for philanthropic support among various constituencies, including alumni, foundations, business and industry, associations, parents of students, friends, and benefactors.",232
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Advising component institution administrative officials, deans, and directors on projects involving private gift support, suggesting possible granting agencies or benefactors, and assisting when needed in the preparation of grant proposals and their presentation.",233
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Administering procedures for the preparation of gift records, gift processing, gift acknowledgments, and gift dockets for the Board.",234
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Assistant Chancellor for Planning.,235
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Subject to delegation by the Chancellor, the major duties of the Assistant Chancellor for Planning include: Representing the System in its relations with state and local legislative bodies and agencies.",236
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Advising the Chancellor on relations with state and local legislative bodies and agencies.,237
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Informing appropriate administrative officers of current operations and long-range developments on the state level, which may affect the System.",238
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Maintaining and distributing information on state programs to assure proper action by the System on applications and communications to federal and state agencies and offices.,239
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Assisting the Vice Chancellor for Administration in monitoring federal activities of significance to the System.,240
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Performing such other duties and responsibilities for the efficient operation of the System as shall be assigned by the Chancellor.,241
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Officers in the Office of Academic Affairs.,242
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Vice Chancellor for Academic Affairs.,243
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Subject to delegation by the Chancellor, the Vice Chancellor for Academic Affairs has the general assignment of effective coordination of the general academic institutions.",244
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Specifically, his duties include: Submitting to the Chancellor recommendations on the System programs in education, research, and public service, including general plans and operations of general academic institutions.",245
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Reviewing and making recommendations on proposals from the general academic institutions requiring action by the Chancellor.,246
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Working with the general academic institutions to develop general guidelines concerning faculty workload and faculty policies and recommending to the Chancellor System policies on these matters.,247
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Preparing and submitting to the Chancellor long-range and immediate academic plans for the general academic institutions including programs for continuous evaluation of existing academic programs.,248
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Pursuant to governing policies, recommending to the Chancellor upon the annual operating budget requests submitted by each general academic institution.",249
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Recommending to the Chancellor legislative appropriation requests and policies for the development of such requests to be submitted by the System on behalf of the general academic institutions.,250
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"Processing all academic matters for the System general academic institutions with the Coordinating Board, and coordinating other academic matters directed to the Coordinating Board.",251
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Coordinating the preparation of the agenda for meetings of the Council of Academic Institutions.,252
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,Coordinating the development and implementation of the individual mission of the general academic institutions.,253
120s_UniversityofTexasHoustonHlth.Sci.Ctr_IPPolicy,1978,"In matters involving joint programs between System general academic institutions and System health institutions, coordinating with the Vice Chancellor for Health Affairs.",254
